Name;Level;Order;Context;Object;0;1;2;3;4;5;6;7;8;9;10
Subject1;3311202321;1;Grasshopper;2;3.4963368296313146;3.4963368296313146;3.4963368296313146;3.4963368296313146;0.0;3.4963368296313146;3.4963368296313146;6.992673659262629;3.4963368296313146;3.4963368296313146;6.992673659262629
Subject1;3311202321;1;Grasshopper;3;0.0;4.553514265704843;4.553514265704843;4.553514265704843;9.107028531409686;9.107028531409686;4.553514265704843;13.660542797114529;4.553514265704843;4.553514265704843;9.107028531409686
Subject1;3311202321;1;Grasshopper;4;0.0;0.0;8.98411518593974;0.0;8.98411518593974;0.0;8.98411518593974;0.0;0.0;0.0;8.98411518593974
Subject1;3311202321;2;Hybrid;2;4.680851362607534;0.0;4.680851362607534;4.680851362607534;4.680851362607534;9.361702725215068;4.680851362607534;4.680851362607534;4.680851362607534;4.680851362607534;9.361702725215068
Subject1;3311202321;2;Hybrid;3;0.0;0.0;12.302645068689769;12.302645068689769;0.0;12.302645068689769;0.0;12.302645068689769;12.302645068689769;12.302645068689769;12.302645068689769
Subject1;3311202321;2;Hybrid;4;7.443329282094613;7.443329282094613;7.443329282094613;0.0;7.443329282094613;0.0;0.0;0.0;7.443329282094613;7.443329282094613;7.443329282094613
Subject1;3311202321;3;Rhino;2;0.0;9.02761728680379;0.0;0.0;0.0;9.02761728680379;9.02761728680379;0.0;0.0;0.0;18.05523457360758
Subject1;3311202321;3;Rhino;3;0.0;15.371000225569427;0.0;15.371000225569427;7.685500112784713;7.685500112784713;7.685500112784713;7.685500112784713;0.0;7.685500112784713;15.371000225569427
Subject1;3311202321;3;Rhino;4;0.0;0.0;0.0;0.0;0.0;31.415109306254905;0.0;0.0;0.0;0.0;31.415109306254905
Subject1;3311202321;0;Tot;2;2.7257293974129495;4.174651372145035;2.7257293974129495;2.7257293974129495;1.5602837875358446;7.295218947216725;5.73493515968088;3.891175007290054;2.7257293974129495;2.7257293974129495;11.46987031936176
Subject1;3311202321;0;Tot;3;0.0;6.641504830424757;5.6187197781315374;10.742386519988012;5.597509548064799;9.698391237628057;4.079671459496519;11.216229326196336;5.6187197781315374;8.180553149059774;12.260224608556294
Subject1;3311202321;0;Tot;4;2.4811097606982044;2.4811097606982044;5.475814822678117;0.0;5.475814822678117;10.471703102084968;2.994705061979913;0.0;2.4811097606982044;2.4811097606982044;15.947517924763085
Subject1;3311202321;0;Average;2;2.7257293974129495;4.174651372145035;2.7257293974129495;2.7257293974129495;1.5602837875358446;7.295218947216725;5.73493515968088;3.891175007290054;2.7257293974129495;2.7257293974129495;11.46987031936176
Subject1;3311202321;0;Average;3;0.0;6.641504830424757;5.6187197781315374;10.742386519988012;5.597509548064799;9.698391237628057;4.079671459496519;11.216229326196336;5.6187197781315374;8.180553149059774;12.260224608556294
Subject1;3311202321;0;Average;4;2.4811097606982044;2.4811097606982044;5.475814822678117;0.0;5.475814822678117;10.471703102084968;2.994705061979913;0.0;2.4811097606982044;2.4811097606982044;15.947517924763085
Subject2;4400013410;3;Grasshopper;2;0.0;7.642604309129587;3.8213021545647936;3.8213021545647936;7.642604309129587;3.8213021545647936;3.8213021545647936;7.642604309129587;0.0;3.8213021545647936;0.0
Subject2;4400013410;3;Grasshopper;3;0.0;10.384543092219243;0.0;0.0;10.384543092219243;0.0;5.192271546109621;0.0;5.192271546109621;5.192271546109621;5.192271546109621
Subject2;4400013410;3;Grasshopper;4;0.0;0.0;10.45875954231074;0.0;0.0;0.0;0.0;0.0;0.0;20.91751908462148;0.0
Subject2;4400013410;1;Hybrid;2;7.3047637529830824;0.0;0.0;7.3047637529830824;2.434921250994361;0.0;0.0;0.0;2.434921250994361;0.0;9.739685003977444
Subject2;4400013410;1;Hybrid;3;0.0;0.0;0.0;0.0;3.2281890634119637;3.2281890634119637;0.0;0.0;3.2281890634119637;0.0;3.2281890634119637
Subject2;4400013410;1;Hybrid;4;0.0;0.0;0.0;0.0;2.4204284158296017;2.4204284158296017;0.0;4.840856831659203;0.0;0.0;2.4204284158296017
