Name,Level,Order,Type,Object,Time,TileXSize,TileYSize,Variability,Columns,Rows,MultipleX,MultipleY,CladdingSeed,OpeningSeed,MargeX,UpperMargin,LowerMargin,MinOpeningHeight,MinOpeningWidth,DoorNumber,Max,Total,CV
Brice,505122002,0,Standard Deviation,0,52.06673068711386,2.9154759474226504,1.0,2.833333333333333,0.9718253158075502,1.3017082793177759,1.0,1.4529663145135576,4.6755867130351785,15.985236244040241,3.2446537223219636,2.185812841434,2.351122663277647,2.3333333333333335,3.2446537223219636,1.224744871391589,15.985236244040241,46.72045330155079,1.1934576104062502
ThiMai,304223302,2,Grasshopper,2,90.0,8.0,10.0,5.0,3.0,1.0,1.0,3.0,9.0,5.0,3.0,8.0,5.0,10.0,11.0,3.0,11.0,85.0,0.5990600645587097
ThiMai,304223302,2,Grasshopper,3,77.0,50.0,9.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,76.0,2.488124743817995
ThiMai,304223302,2,Grasshopper,4,120.0,15.0,56.0,3.0,1.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,25.0,1.0,1.0,2.0,56.0,120.0,1.8588590970961578
ThiMai,304223302,1,Hybrid,2,47.0,4.0,1.0,4.0,2.0,2.0,4.0,3.0,5.0,4.0,1.0,3.0,8.0,9.0,5.0,1.0,9.0,56.0,0.6360180425407111
ThiMai,304223302,1,Hybrid,3,63.0,3.0,22.0,9.0,1.0,3.0,3.0,2.0,1.0,10.0,1.0,1.0,1.0,3.0,10.0,3.0,22.0,73.0,1.1826018069285351
ThiMai,304223302,1,Hybrid,4,54.0,5.0,5.0,9.0,4.0,1.0,2.0,2.0,6.0,6.0,1.0,1.0,11.0,1.0,1.0,3.0,11.0,58.0,0.8111828807635336
ThiMai,304223302,3,Plugin,2,15.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,1.0,5.0,28.0,0.636018042540711
ThiMai,304223302,3,Plugin,3,21.0,3.0,3.0,5.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,32.0,0.6597483286396845
ThiMai,304223302,3,Plugin,4,23.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,3.0,6.0,1.0,3.0,1.0,4.0,3.0,2.0,6.0,38.0,0.5555775399071027
ThiMai,304223302,0,Tot,0,510.0,92.0,111.0,40.0,20.0,19.0,18.0,21.0,28.0,39.0,11.0,20.0,57.0,32.0,40.0,18.0,111.0,566.0,0.7620923045237009
ThiMai,304223302,0,Average,0,56.666666666666664,10.222222222222221,12.333333333333334,4.444444444444445,2.2222222222222223,2.111111111111111,2.0,2.3333333333333335,3.111111111111111,4.333333333333333,1.2222222222222223,2.2222222222222223,6.333333333333333,3.5555555555555554,4.444444444444445,2.0,12.333333333333334,62.88888888888889,0.7620923045237008
ThiMai,304223302,0,Standard Deviation,0,35.03212811120672,15.473992517913548,17.621010186706094,2.96273147243853,0.9718253158075502,1.0540925533894598,1.118033988749895,1.224744871391589,2.934469476943168,3.0,0.6666666666666669,2.3333333333333335,7.858116822750857,3.53946009693255,3.7785946829182118,0.8660254037844386,17.621010186706094,65.40309738972589,1.212292542137285
Ani,303120402,3,Grasshopper,2,96.0,4.0,5.0,8.0,4.0,3.0,5.0,5.0,10.0,1.0,5.0,11.0,12.0,9.0,4.0,4.0,12.0,90.0,0.5345224838248488
Ani,303120402,3,Grasshopper,3,82.0,5.0,11.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,7.0,10.0,9.0,5.0,1.0,1.0,11.0,72.0,0.705175031745187
Ani,303120402,3,Grasshopper,4,48.0,3.0,7.0,1.0,6.0,1.0,5.0,8.0,5.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,8.0,56.0,0.5943658575277959
Ani,303120402,2,Hybrid,2,42.0,4.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,1.0,7.0,3.0,3.0,7.0,53.0,0.5225913936679385
Ani,303120402,2,Hybrid,3,27.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,6.0,4.0,1.0,1.0,1.0,2.0,5.0,1.0,6.0,39.0,0.5778381022037321
Ani,303120402,2,Hybrid,4,42.0,6.0,11.0,1.0,4.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,11.0,48.0,0.8114691262501261
Ani,303120402,1,Plugin,2,51.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,13.0,12.0,1.0,2.0,2.0,2.0,3.0,2.0,13.0,56.0,0.9787743719249221
Ani,303120402,1,Plugin,3,44.0,5.0,3.0,3.0,1.0,2.0,4.0,2.0,5.0,5.0,6.0,2.0,3.0,2.0,3.0,2.0,6.0,48.0,0.46049274850812955
Ani,303120402,1,Plugin,4,29.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,7.0,2.0,3.0,3.0,3.0,3.0,2.0,7.0,45.0,0.45425676257949793
Ani,303120402,0,Tot,0,461.0,38.0,48.0,26.0,26.0,24.0,32.0,34.0,49.0,37.0,30.0,41.0,37.0,36.0,29.0,20.0,49.0,507.0,0.24707748229659496
Ani,303120402,0,Average,0,51.22222222222222,4.222222222222222,5.333333333333333,2.888888888888889,2.888888888888889,2.6666666666666665,3.5555555555555554,3.7777777777777777,5.444444444444445,4.111111111111111,3.3333333333333335,4.555555555555555,4.111111111111111,4.0,3.2222222222222223,2.2222222222222223,5.444444444444445,56.33333333333333,0.24707748229659496
Ani,303120402,0,Standard Deviation,0,23.09100353913715,1.092906420717,3.605551275463989,2.260776661041756,1.6914819275153699,1.3228756555322954,1.2360330811826103,1.9860625479688307,3.844187531556932,3.586239131891669,2.5980762113533156,3.844187531556932,3.7896056669673577,2.5495097567963922,1.0929064207170003,0.9718253158075502,3.844187531556932,35.47222513606901,0.47507353059163754
Romain,323341324,1,Grasshopper,2,156.0,11.0,2.0,10.0,4.0,3.0,8.0,7.0,1.0,29.0,7.0,1.0,15.0,9.0,3.0,4.0,29.0,114.0,0.9433393857334168
Romain,323341324,1,Grasshopper,3,42.0,1.0,1.0,8.0,2.0,3.0,1.0,1.0,1.0,9.0,7.0,4.0,3.0,3.0,6.0,1.0,9.0,51.0,0.8229289527626952
Romain,323341324,1,Grasshopper,4,27.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,9.0,3.0,1.0,1.0,1.0,5.0,3.0,9.0,39.0,0.9730085108210398
Romain,323341324,2,Hybrid,2,56.0,9.0,8.0,2.0,3.0,3.0,4.0,5.0,1.0,6.0,2.0,2.0,2.0,5.0,7.0,3.0,9.0,62.0,0.5916770741471687
Romain,323341324,2,Hybrid,3,15.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,28.0,0.6674709676917568
Romain,323341324,2,Hybrid,4,6.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,20.0,0.5428101483418094
Romain,323341324,3,Plugin,2,23.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,32.0,0.4291291014534969
Romain,323341324,3,Plugin,3,6.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,19.0,0.4686448734510502
Romain,323341324,3,Plugin,4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,0.0
Romain,323341324,0,Tot,0,333.0,31.0,17.0,33.0,23.0,19.0,22.0,21.0,12.0,62.0,25.0,15.0,27.0,25.0,32.0,16.0,62.0,380.0,0.47172212682750264
Romain,323341324,0,Average,0,37.0,3.4444444444444446,1.8888888888888888,3.6666666666666665,2.5555555555555554,2.111111111111111,2.4444444444444446,2.3333333333333335,1.3333333333333333,6.888888888888889,2.7777777777777777,1.6666666666666667,3.0,2.7777777777777777,3.5555555555555554,1.7777777777777777,6.888888888888889,42.22222222222223,0.47172212682750253
Romain,323341324,0,Standard Deviation,0,48.054656382082264,3.8765677832043357,2.315407331574968,3.6055512754639896,0.8819171036881968,0.927960727138337,2.4551533104427055,2.23606797749979,1.0,8.908485343261844,2.4888640871780128,0.9999999999999999,4.55521678957215,2.6822461565718467,2.1278575558006176,1.2018504251546631,8.908485343261844,40.263145866551454,0.7677266328464744
StephB,404223002,3,Grasshopper,2,24.0,5.0,9.0,4.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,37.0,1.0489928981580858
StephB,404223002,3,Grasshopper,3,20.0,1.0,5.0,1.0,2.0,3.0,2.0,2.0,1.0,8.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,33.0,0.8960097823719656
StephB,404223002,3,Grasshopper,4,14.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0,26.0,0.8293791789556854
StephB,404223002,1,Hybrid,2,38.0,3.0,1.0,8.0,2.0,2.0,3.0,3.0,7.0,8.0,1.0,1.0,1.0,2.0,2.0,5.0,8.0,49.0,0.7715488822837584
StephB,404223002,1,Hybrid,3,18.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,29.0,0.534204599476885
StephB,404223002,1,Hybrid,4,12.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,25.0,0.7745966692414832
StephB,404223002,2,Plugin,2,14.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,7.0,28.0,0.831570048977045
StephB,404223002,2,Plugin,3,36.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,50.0,2.1444279956602483
StephB,404223002,2,Plugin,4,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,18.0,0.4671765921511568
StephB,404223002,0,Tot,0,182.0,16.0,24.0,27.0,19.0,14.0,15.0,16.0,16.0,78.0,11.0,9.0,9.0,15.0,13.0,13.0,78.0,295.0,0.8576864529810417
StephB,404223002,0,Average,0,20.22222222222222,1.7777777777777777,2.6666666666666665,3.0,2.111111111111111,1.5555555555555556,1.6666666666666667,1.7777777777777777,1.7777777777777777,8.666666666666666,1.2222222222222223,1.0,1.0,1.6666666666666667,1.4444444444444444,1.4444444444444444,8.666666666666666,32.77777777777778,0.8576864529810416
StephB,404223002,0,Standard Deviation,0,10.790942704159097,1.3944333775567928,2.8284271247461903,2.1213203435596424,0.33333333333333337,0.7264831572567789,0.8660254037844386,0.8333333333333334,1.9860625479688305,7.810249675906654,0.6666666666666667,0.0,0.0,0.8660254037844386,0.5270462766947299,1.3333333333333335,7.810249675906654,22.292739977925162,1.2916693273977198
