Time;Object;TileXSize;TileYSize;Variability;Columns;Rows;MultipleX;MultipleY;CladdingSeed;OpeningSeed;MargeX;UpperMargin;LowerMargin;MinOpeningHeight;MinOpeningWidth;DoorNumber
13:4:9:221;2.2;0.46;0.4;0.7;2;2;2;2;66;66;0.6;0.74;0.4;1.62;1.98;4
13:4:13:891;2.2;0.46;0.4;0.7;2;2;2;2;66;66;0.99;0.74;0.4;1.62;1.98;4
13:4:19:233;2.2;0.46;0.4;0.7;2;2;2;3;66;66;0.99;0.74;0.4;1.62;1.98;4
13:4:21:114;2.2;0.46;0.4;0.7;2;2;2;4;66;66;0.99;0.74;0.4;1.62;1.98;4
13:4:25:99;2.2;0.46;0.4;0.7;2;2;2;4;66;66;0.99;0.74;0.4;1.62;1.69;4
13:4:27:117;2.2;0.46;0.4;0.7;2;2;2;4;66;66;0.99;0.74;0.4;1.62;1.43;4
13:4:34:347;2.2;0.46;0.4;0.7;2;2;2;4;66;66;0.99;0.74;0.4;1.81;1.43;4
13:4:36:259;2.2;0.46;0.4;0.7;2;2;2;4;66;66;0.99;0.74;0.4;2.12;1.43;4
13:4:38:319;2.2;0.46;0.4;0.7;2;2;2;4;66;66;0.99;0.74;0.4;1.78;1.43;4
13:4:40:268;2.2;0.46;0.4;0.7;2;2;2;4;66;66;0.99;0.74;0.4;1.54;1.43;4
13:4:45:553;2.2;0.46;0.4;0.7;2;2;2;4;66;66;0.99;0.74;0.4;1.39;1.43;4
13:5:2:244;2.2;0.46;0.4;0.7;2;3;2;4;66;66;0.99;0.74;0.4;1.39;1.43;4
13:5:5:524;2.2;0.46;0.4;0.7;2;4;2;4;66;66;0.99;0.74;0.4;1.39;1.43;4
13:5:8:804;2.2;0.46;0.4;0.7;2;3;2;4;66;66;0.99;0.74;0.4;1.39;1.43;4
13:5:24:804;2.2;0.46;0.4;0.7;3;3;2;4;66;66;0.99;0.74;0.4;1.39;1.43;4
13:5:26:919;2.2;0.46;0.4;0.7;4;3;2;4;66;66;0.99;0.74;0.4;1.39;1.43;4
13:5:30:253;2.2;0.46;0.4;0.7;5;3;2;4;66;66;0.99;0.74;0.4;1.39;1.43;4
13:5:36:965;2.2;0.46;0.4;0.7;5;3;2;4;66;66;0.99;0.74;0.4;1.77;1.43;4
13:5:41:773;2.2;0.46;0.4;0.7;5;3;2;4;66;66;0.99;0.74;0.4;1.77;1.43;1
13:5:45:595;2.2;0.46;0.4;0.7;5;3;2;4;66;66;0.99;0.74;0.4;1.77;1.43;2
13:5:50:309;2.2;0.46;0.4;0.7;5;3;2;4;66;81;0.99;0.74;0.4;1.77;1.43;2
13:5:54:475;2.2;0.46;0.4;0.7;5;3;2;4;66;98;0.99;0.74;0.4;1.77;1.43;2
13:5:59:22;2.2;0.46;0.4;0.7;5;3;2;4;50;98;0.99;0.74;0.4;1.77;1.43;2
13:6:0:688;2.2;0.46;0.4;0.7;5;3;2;4;43;98;0.99;0.74;0.4;1.77;1.43;2
13:6:11:404;2.2;0.46;0.4;0.7;5;3;2;4;43;98;0.99;1.06;0.4;1.77;1.43;2
13:6:12:569;2.2;0.46;0.4;0.7;5;3;2;4;43;98;0.99;1.59;0.4;1.77;1.43;2
13:6:18:630;2.2;0.46;0.4;0.7;5;3;2;4;43;98;0.99;2.23;0.4;1.77;1.43;2
13:6:19:608;2.2;0.46;0.4;0.7;5;3;2;4;43;98;0.99;4.05;0.4;1.77;1.43;2
13:6:25:234;2.2;0.46;0.4;0.7;5;3;2;4;43;98;0.99;0.4;0.4;1.77;1.43;2
13:6:26:327;2.2;0.46;0.4;0.7;5;3;2;4;43;98;0.99;0.32;0.4;1.77;1.43;2
13:6:31:688;2.2;0.46;0.4;0.7;5;3;2;4;43;98;0.5;0.32;0.4;1.77;1.43;2
13:6:33:614;2.2;0.46;0.4;0.7;5;3;2;4;43;98;0.33;0.32;0.4;1.77;1.43;2
13:6:39:82;2.2;0.46;0.4;0.7;5;3;2;4;43;98;3.44;0.32;0.4;1.77;1.43;2
13:6:41:20;2.2;0.46;0.4;0.7;5;3;2;4;43;98;3.45;0.32;0.4;1.77;1.43;2
13:6:51:749;2.2;0.46;0.4;0.7;5;3;2;4;43;98;3.45;0.32;0.4;1.77;1.43;1
13:8:28:305;2.3;0.4;0.6;0.7;5;3;2;4;43;98;0.4;0.4;0.6;1.77;1.43;1
13:8:39:698;2.3;0.4;0.6;1;5;3;2;4;43;98;0.4;0.4;0.6;1.77;1.43;1
13:8:42:507;2.3;0.4;0.6;1;5;3;4;4;43;98;0.4;0.4;0.6;1.77;1.43;1
13:8:47:442;2.3;0.35;0.6;1;5;3;4;4;43;98;0.4;0.4;0.6;1.77;1.43;1
13:8:50:633;2.3;0.94;0.6;1;5;3;4;4;43;98;0.4;0.4;0.6;1.77;1.43;1
13:8:55:649;2.3;0.94;0.6;1;5;3;3;4;43;98;0.4;0.4;0.6;1.77;1.43;1
13:8:59:201;2.3;0.94;0.6;1;5;3;2;4;43;98;0.4;0.4;0.6;1.77;1.43;1
13:9:1:551;2.3;0.94;0.6;1;5;3;2;5;43;98;0.4;0.4;0.6;1.77;1.43;1
13:9:6:597;2.3;0.94;0.73;1;5;3;2;5;43;98;0.4;0.4;0.6;1.77;1.43;1
13:9:7:997;2.3;0.94;0.21;1;5;3;2;5;43;98;0.4;0.4;0.6;1.77;1.43;1
